,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
245,0131,Tuberculoma of meninges,"['001-139', '010-018', '013', '0131']"
246,01310,"Tuberculoma of meninges, unspecified","['001-139', '010-018', '013', '0131', '01310']"
247,01311,"Tuberculoma of meninges, bacteriological or histological examination not done","['001-139', '010-018', '013', '0131', '01311']"
248,01312,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0131', '01312']"
249,01313,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0131', '01313']"
250,01314,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0131', '01314']"
251,01315,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0131', '01315']"
252,01316,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0131', '01316']"
253,0132,Tuberculoma of brain,"['001-139', '010-018', '013', '0132']"
254,01320,"Tuberculoma of brain, unspecified","['001-139', '010-018', '013', '0132', '01320']"
255,01321,"Tuberculoma of brain, bacteriological or histological examination not done","['001-139', '010-018', '013', '0132', '01321']"
256,01322,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0132', '01322']"
257,01323,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0132', '01323']"
258,01324,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0132', '01324']"
259,01325,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0132', '01325']"
260,01326,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0132', '01326']"
261,0133,Tuberculous abscess of brain,"['001-139', '010-018', '013', '0133']"
262,01330,"Tuberculous abscess of brain, unspecified","['001-139', '010-018', '013', '0133', '01330']"
263,01331,"Tuberculous abscess of brain, bacteriological or histological examination not done","['001-139', '010-018', '013', '0133', '01331']"
264,01332,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0133', '01332']"
265,01333,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0133', '01333']"
266,01334,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0133', '01334']"
267,01335,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0133', '01335']"
268,01336,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0133', '01336']"
269,0134,Tuberculoma of spinal cord,"['001-139', '010-018', '013', '0134']"
270,01340,"Tuberculoma of spinal cord, unspecified","['001-139', '010-018', '013', '0134', '01340']"
271,01341,"Tuberculoma of spinal cord, bacteriological or histological examination not done","['001-139', '010-018', '013', '0134', '01341']"
272,01342,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0134', '01342']"
273,01343,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0134', '01343']"
274,01344,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0134', '01344']"
275,01345,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0134', '01345']"
276,01346,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0134', '01346']"
277,0135,Tuberculous abscess of spinal cord,"['001-139', '010-018', '013', '0135']"
278,01350,"Tuberculous abscess of spinal cord, unspecified","['001-139', '010-018', '013', '0135', '01350']"
279,01351,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done","['001-139', '010-018', '013', '0135', '01351']"
280,01352,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0135', '01352']"
281,01353,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0135', '01353']"
282,01354,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0135', '01354']"
283,01355,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0135', '01355']"
284,01356,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0135', '01356']"
285,0136,Tuberculous encephalitis or myelitis,"['001-139', '010-018', '013', '0136']"
286,01360,"Tuberculous encephalitis or myelitis, unspecified","['001-139', '010-018', '013', '0136', '01360']"
287,01361,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done","['001-139', '010-018', '013', '0136', '01361']"
288,01362,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0136', '01362']"
289,01363,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0136', '01363']"
290,01364,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0136', '01364']"
291,01365,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0136', '01365']"
292,01366,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0136', '01366']"
293,0138,Other specified tuberculosis of central nervous system,"['001-139', '010-018', '013', '0138']"
294,01380,"Other specified tuberculosis of central nervous system, unspecified","['001-139', '010-018', '013', '0138', '01380']"
295,01381,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done","['001-139', '010-018', '013', '0138', '01381']"
296,01382,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0138', '01382']"
297,01383,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0138', '01383']"
298,01384,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0138', '01384']"
299,01385,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0138', '01385']"
300,01386,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0138', '01386']"
301,0139,Unspecified tuberculosis of central nervous system,"['001-139', '010-018', '013', '0139']"
302,01390,"Unspecified tuberculosis of central nervous system, unspecified","['001-139', '010-018', '013', '0139', '01390']"
303,01391,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done","['001-139', '010-018', '013', '0139', '01391']"
304,01392,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '013', '0139', '01392']"
305,01393,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '013', '0139', '01393']"
306,01394,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '013', '0139', '01394']"
307,01395,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '013', '0139', '01395']"
308,01396,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '013', '0139', '01396']"
309,0140,Tuberculous peritonitis,"['001-139', '010-018', '014', '0140']"
310,01400,"Tuberculous peritonitis, unspecified","['001-139', '010-018', '014', '0140', '01400']"
311,01401,"Tuberculous peritonitis, bacteriological or histological examination not done","['001-139', '010-018', '014', '0140', '01401']"
312,01402,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '014', '0140', '01402']"
313,01403,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '014', '0140', '01403']"
314,01404,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '014', '0140', '01404']"
315,01405,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","['001-139', '010-018', '014', '0140', '01405']"
316,01406,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","['001-139', '010-018', '014', '0140', '01406']"
317,0148,Other tuberculosis of intestines peritoneum and mesenteric glands,"['001-139', '010-018', '014', '0148']"
318,01480,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified","['001-139', '010-018', '014', '0148', '01480']"
319,01481,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done","['001-139', '010-018', '014', '0148', '01481']"
320,01482,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)","['001-139', '010-018', '014', '0148', '01482']"
321,01483,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy","['001-139', '010-018', '014', '0148', '01483']"
322,01484,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","['001-139', '010-018', '014', '0148', '01484']"
